bID,name,address,cord,numOfReview,rating,zipcode,cuisine
CoPDX5NCTYOW1cM_HsO5RA,Le Midi,"11 E 13th St, New York, NY 10003","40.7350747572983, -73.9931811690485",389,4.0,10003,italian
i5cdbiw1KRyg4w0X44ZBwA,Mezzaluna,"1295 3rd Ave, New York, NY 10021","40.771125, -73.959251",147,3.5,10021,italian
i8F0fnempD5fTb2CxbwKDw,Izakaya,"326 E 6th St, New York, NY 10003","40.72667, -73.98738",257,4.0,10003,italian
P2CTp4xyaNCe2AXSiLeOSQ,The Odeon,"145 W Broadway, New York, NY 10013","40.71692, -74.00792",648,4.0,10013,italian
y9y6V8va7yt_TUnoO68z0w,Trattoria Napoli,"4525 Broadway, Union City, NJ 07087","40.77794, -74.01825",106,4.5,07087,italian
RzKR9QcYP03EQ_8DxTxowg,Barrio Chino,"253 Broome St, New York, NY 10002","40.718022, -73.990026",1110,4.0,10002,italian
_LJFf9YqpYxvExTvVxb7Rw,The Modern,"9 W 53rd St, New York, NY 10019","40.7610699, -73.97709",1016,4.5,10019,italian
7ZecxKox2SiVtsNDWphJZQ,Limani,"45 Rockerfeller Plz, New York, NY 10111","40.7593809598193, -73.9778140767212",441,4.0,10111,italian
8qSOz7oTPUUCafsMOBBNEQ,Pisillo Italian Panini,"97 Nassau St, New York, NY 10038","40.710558, -74.007594",607,4.5,10038,italian
O6RBNHBleB0mCb2dAanxCw,Casa Lever,"390 Park Ave, New York, NY 10022","40.759741, -73.972956",229,4.0,10022,italian
ry0nAQiUn8bpNAruY_5wfw,Scalino,"659 Manhattan Ave, Brooklyn, NY 11222","40.7244699, -73.95151",255,4.5,11222,italian
VF3wSCRC3mE6JpBQPQXELA,Parm,"248 Mulberry St, New York, NY 10012","40.72303, -73.99567",751,3.5,10012,italian
H5L18XZRHh_13HaeeHH_sQ,Casa Di Napoli,"703 32nd St, Union City, NJ 07087","40.773718, -74.0306062996387",116,4.5,07087,italian
lxHKbp0hReRBPZcq4fUUow,Naya Mezze & Grill,"1057 2nd Ave, -, New York, NY 10022","40.75848, -73.96612",514,4.0,10022,italian
WEhkGLKlj-5X1pq_07Syaw,Vesta,"21-02 30th Ave, Astoria, NY 11102","40.76961, -73.92776",696,4.0,11102,italian
ehUuSk5gPTCQmwS_ubgKRA,Upstate Craft Beer & Oyster Bar,"95 1st Ave, New York, NY 10003","40.726373, -73.986557",1882,4.5,10003,italian
hDgpiXE5_d4Is1sJ5kUBQg,Wine 30,"41 E 30th St, New York, NY 10016","40.74492841946161, -73.9837861",768,4.0,10016,italian
0Jr2OP0B2MM4LvJY_K6cTQ,Aurora Ristorante,"429 Piaget Ave, Clifton, NJ 07011","40.878682, -74.1532469",298,4.5,07011,italian
dWc0ijADaD6ZdclJ5LqQdg,Paola's Restaurant,"1295 Madison Ave, New York, NY 10128","40.7846546580287, -73.9558692276478",184,3.5,10128,italian
MctQwL9Mp5X7DJk13VoERg,Westville Chelsea,"246 W 18th St, New York, NY 10011","40.74175, -74.00007",1124,4.0,10011,italian
MTQpqHo-cCAPK7c9fd6zHw,Il Mattone,"49 Beach St, New York, NY 10013","40.720799, -74.0091255",89,4.5,10013,italian
DLRbxg74oWNPQJdbSkTDxQ,Suprema Provisions,"305 Bleecker St, New York, NY 10014","40.7326925, -74.0036155",255,4.0,10014,italian
pC_QwLpeL2Enk4hBgDcRqQ,Da Marino,"220 W 49th St, New York, NY 10019","40.76102, -73.98526",517,4.0,10019,italian
9BzRiWO6PSdR-l3dzCm3VA,Buceo 95,"201 W 95th St, New York, NY 10025","40.793613, -73.971112",438,4.0,10025,italian
C2o3Iw-DXjoUJFgQIbiqkQ,BoCaphe,"222 Lafayette St, New York, NY 10012","40.722062, -73.997587",1556,4.0,10012,italian
jMdziYLNYGDCegkFQ4lTQA,Serafina Tribeca,"95 W Broadway, New York, NY 10007","40.71566, -74.0089",154,3.5,10007,italian
npiIhpcWePbVT3JYEcy3zg,Wayan,"20 Spring St, New York, NY 10012","40.7213813139202, -73.9950757664721",253,4.5,10012,italian
F2YbqhVr6hBsFrDCyr6M_w,The Meatball Shop,"200 9th Ave, New York, NY 10011","40.7459138, -74.0015369",887,4.0,10011,italian
cyLw0vW5MrsF35-A6Dy03w,Saggio,"829 W 181st St, New York, NY 10033","40.8514099281625, -73.9395604556239",619,4.0,10033,italian
T_vLaKsuyJPDpsrSZuc7WA,Battello,"502 Washington Blvd, Jersey City, NJ 07310","40.725357, -74.032278",589,3.5,07310,italian
Lw044EfH1h3XhUhri3ExfA,BLACKBARN,"19 E 26th St, New York, NY 10010","40.7431036278527, -73.9870538457459",603,4.0,10010,italian
bEloKDe-QVkwakAwmFKbbA,Frying Pan,"207 12th Avenue, Big Red Boat in Park, New York, NY 10001","40.7521174043978, -74.0090024471283",1514,4.0,10001,italian
EaAAP-gDALDL7GxcseMjBQ,The Polo Bar,"1 E 55th St, New York, NY 10022","40.761559099, -73.9743427135",423,4.0,10022,italian
Tgi-rDD3mxFi9uGybZxdaQ,Faun,"606 Vanderbilt Ave, Brooklyn, NY 11238","40.678271, -73.968883",160,4.0,11238,italian
i3IK1tCkwyXRx7VU1edlMQ,Trattoria Saporito,"328 Washington St, Hoboken, NJ 07030","40.74104, -74.03013",253,3.5,07030,italian
DynFEEWtMX76qeqviUbOdA,Mille Nonne,"88 Essex St, Store 47, New York, NY 10002","40.71821, -73.98815",38,4.5,10002,italian
WS0ipFMNDJDy_MOylP-JGw,Felix,"340 W Broadway, New York, NY 10013","40.7226295, -74.0037455",406,3.0,10013,italian
0BzxIsoRuFvxbMPl-iH70A,Market Table,"54 Carmine St, New York, NY 10014","40.7297659255873, -74.0037665277862",793,4.0,10014,italian
wTaomJ5xoi-c7R_xKFmcpA,Positano Restaurant,"10018 4th Ave, Brooklyn, NY 11209","40.6127378, -74.0339271",407,4.5,11209,italian
bppjJw5J8Ht6WgGp1bzPtQ,Porto Leggero,"185 Hudson St, Harborside Financial Plaza V, Jersey City, NJ 07311","40.7187593, -74.0349084",207,4.0,07311,italian
xEdAaZTNNHRZbvzBuSjcCg,House of Lasagna,"334 Lexington Ave, New York, NY 10016","40.7497237, -73.9775697",148,3.5,10016,italian
c4PIUs7uwg9lA4ObzJ4V5Q,Barosa,"62-29 Woodhaven Blvd, Rego Park, NY 11374","40.726197, -73.869795",359,4.0,11374,italian
9vYSRXdp5JtFmqhi0FigMA,Le Relais De Venise L'Entrecôte,"590 Lexington Ave, New York, NY 10022","40.7577089110773, -73.9717626571655",825,4.0,10022,italian
74zaTegd7fnS6llTesn_Dg,Fragole Ristorante,"394 Court St, Brooklyn, NY 11231","40.68087, -73.99688",357,4.5,11231,italian
W9wDa_EB0h2p5JG6P6lyZw,Pescatore,"955 2nd Ave, New York, NY 10022","40.75538, -73.96852",382,3.5,10022,italian
mhhTORjUdXj-UIDjyGmhBg,Estiatorio Milos - Midtown New York,"125 W 55th St, New York, NY 10019","40.7635461, -73.97900500122337",904,4.0,10019,italian
N81_5xlY7dpEqrygi8lVOA,Public Kitchen,"215 Chrystie St, New York, NY 10002","40.7230205730996, -73.9919801428914",210,3.5,10002,italian
BiNtCoIGo00Lua93hOrj3Q,Bella Via Restaurant,"47-46 Vernon Blvd, Long Island City, NY 11101","40.7442460458798, -73.9537544723526",375,3.5,11101,italian
k1zrPPGGMQdlHopP3MnxrQ,Storico,"170 Ctr Park W, New York Historical Society, New York, NY 10024","40.779469, -73.973975",202,4.0,10024,italian
K9kL1ice5jlkPXcNyTus3Q,Pasta Lovers,"142 W 49th St, New York, NY 10019","40.759899, -73.982994",366,3.5,10019,italian
Kh0-HmlgmVUkRxR55_Vn1g,Patsy's Pizzeria,"2287 1st Ave, New York, NY 10035","40.797157, -73.93488",849,4.0,10035,italian
pgtgGAAuHMT0KTm3CDPQsA,Sorellina,"1036 Washington St, Hoboken, NJ 07030","40.74977, -74.02746",302,3.5,07030,italian
8TUVNSsXhT8t8HzdA5ojOQ,Casa Mangia,"50 West 57th St, New York, NY 10019","40.76386, -73.97651",1,5.0,10019,italian
VnjcxOUuZAeJMiDIU-7hUQ,Churrascaria Plataforma,"316 W 49th St, New York, NY 10019","40.76202, -73.98765",1375,4.0,10019,italian
nI1UYDCYUTt23TpGxqnLKg,Buddakan,"75 9th Ave, New York, NY 10011","40.7422762672197, -74.0048000961542",4036,4.0,10011,italian
iutTifH0Xy0UkN86vEvV2Q,Attraversa West Village,"14 Bedford St, West Village, New York, NY 10014","40.7290058570751, -74.0033128150578",36,4.5,10014,italian
ieoPAi6nbdEkrwv4vGVSwg,Via Trenta Osteria,"3619 30th Ave, Astoria, NY 11103","40.764908, -73.91654",481,4.0,11103,italian
8TEx2Za-zM_pP5MU1t8HxQ,Arte Cafe,"106 W 73rd St, New York, NY 10023","40.778494, -73.978869",608,3.0,10023,italian
1p4dUaLyzIhN5n1lJnHSgA,Bustan,"487 Amsterdam Ave, New York, NY 10024","40.7859082, -73.9759551",512,4.0,10024,italian
Zub6WrbrS_4XMI1mPbyeiw,Panineria Italiana,"9 East 8th St, New York, NY 10011","40.732096526685154, -73.99567476701655",214,4.0,10011,italian
CBsNd6iuSyiSMPw2pOzRHw,Bar Italia Madison,"768 Madison Ave, New York, NY 10065","40.76789, -73.96847",133,4.0,10065,italian
wGFSTTB6b4MHJJUzBnVJeg,Top Thai Greenwich,"235 Sullivan St, New York, NY 10012","40.729771, -73.999392",1541,4.5,10012,italian
hLm1vXfAKuSOgAtBA-vO7w,ÇKA KA QËLLU,"2321 Hughes Ave, Bronx, NY 10458","40.8538017786913, -73.8882422081079",83,4.5,10458,italian
zj8Lq1T8KIC5zwFief15jg,Prince Street Pizza,"27 Prince St, New York, NY 10012","40.72308755605564, -73.99453001177575",3767,4.5,10012,italian
Yubu48l7he-qrNDSeAngbQ,Via Vai,"31-09 23rd Ave, Astoria, NY 11105","40.7741502, -73.9123089",218,4.0,11105,italian
YYMbXek5-Upj0g3RAjuI7A,Ousia,"629 W 57th St, New York, NY 10019","40.7707946574904, -73.992433445755",265,4.0,10019,italian
C0BDERmHvzTKYA7fghZW-A,Angelo Bellini,"224 E 53rd St, New York, NY 10022","40.757084, -73.968513",128,3.0,10022,italian
Xd_l7jtUAZZAAvK8-mI2Jw,The Smith,"1150 Broadway, New York, NY 10010","40.74424, -73.98878",1025,4.0,10010,italian
SpyQHasbnU5YkOR6PI4sNQ,Margherita NYC,"197 Grand St, New York, NY 10013","40.7189865112305, -73.9969329833984",300,4.0,10013,italian
j6fSechU9HxzbnK-kjQx1Q,San Matteo Pizza and Espresso Bar,"1739 2nd Ave, New York, NY 10128","40.7804, -73.95012",517,4.0,10128,italian
76y4aMBY0lT6zfJLy2EH-Q,Le Zie,"172 7th Ave, New York, NY 10011","40.74246, -73.9970699",307,3.5,10011,italian
z3JDfCqlwOTwhQrnPgYkDg,Arte Cafe,"191 7th Ave, New York, NY 10011","40.74295, -73.99627",83,3.5,10011,italian
z4CzSOnngC2RaTEC_BgUWA,Cataldo's Restaurant,"554 Vanderbilt Ave, Ste 1, Brooklyn, NY 11238","40.6800799, -73.96832",234,4.0,11238,italian
qCf1QN11Qdncpqb7PhuyVw,The Rag Trader & Bo Peep Cocktail and Highball Store,"70 W 36th St, New York, NY 10018","40.75059, -73.98628",464,4.5,10018,italian
laQ3UStO-W9fkSaM2Y4eLw,Casa Barilla,"1290 6th Ave, New York, NY 10019","40.7608455063764, -73.9793730976227",286,3.0,10019,italian
a-XBTXQM4qigxUgpTmS7Fg,Codino,"62 Carmine St, West village, New York, NY 10014","40.7300643486969, -74.0037936652668",74,3.5,10014,italian
AbNXFnI4OlWZvsQLGKf64w,Dino,"222 Dekalb Ave, Brooklyn, NY 11205","40.68941, -73.97047",291,3.5,11205,italian
mlm40NxsVJUPnh3LTayaaw,Kimika,"40 Kenmare St, New York, NY 10012","40.720572, -73.995206",110,4.5,10012,italian
xXZjekBXs6wFFpK1exZJnw,Pasta by Hudson,"1000 S 8th Ave, New York, NY 10019","40.7670079145424, -73.9826598018408",112,4.0,10019,italian
Cnqy9w1BFXZFEaChfox0ow,Rosemary's,"18 Greenwich Ave, New York, NY 10011","40.734863, -73.99974",990,3.5,10011,italian
0Q13lJ3OHXOuBVpN6jeTjw,Tartine,"253 W 11th St, New York, NY 10014","40.7362899, -74.00344",992,4.0,10014,italian
Maks_EfVcTOe20TnGQy_MQ,The Capital Grille,"120 W 51st St, New York, NY 10020","40.7607390928484, -73.9813780866211",771,4.0,10020,italian
53ZNJNrT91VgvrI0LFjLNQ,Locanda Vini e Olii,"129 Gates Ave, Brooklyn, NY 11238","40.685007, -73.962943",309,4.0,11238,italian
VHkiswx23peLA9Y8rHMo7Q,Cavalino's Restaurant,"6800 Park Ave, Guttenberg, NJ 07093","40.791256, -74.004014",40,4.5,07093,italian
YmUKLOG4sTAShvyURuq2zw,Trattoria Bianca,"481 8th Ave, New York, NY 10001","40.752702, -73.993694",137,3.0,10001,italian
6Lz2pAw1LqIa7nKsRUT52A,Tzarevna,"154 Orchard St, New York, NY 10002","40.72082, -73.98874",67,4.5,10002,italian
h2HPWsBX3ABNvLHbP3KzqA,La Stanza,"334 B Lexington Ave, New York, NY 10016","40.74969, -73.9775",49,4.0,10016,italian
goKn7tKTIqpNPM_jR2yRCg,Leyla,"108 W 74th St, New York, NY 10023","40.77882, -73.97834",98,4.5,10023,italian
0laCKZiHrdM_ZKdhTFbGgg,Sauce & Barrel,"97 Washington St, New York, NY 10006","40.707999, -74.0142651",432,4.0,10006,italian
kzd10IXi3dTjoPw0TDj8tA,Osteria Nando,"1589 2nd Ave, New York, NY 10028","40.775692, -73.95369",34,4.5,10028,italian
8PhwiTru5teSaZ8C6hrIww,Casa Mono,"52 Irving Pl, New York, NY 10003","40.7359281440206, -73.9871550967319",1244,3.5,10003,italian
3gtheZvv3Or0YzWXIl3SJg,Benoit,"60 W 55th St, New York, NY 10019","40.7625640535871, -73.9772810679851",479,3.5,10019,italian
U8Ljrx-w5otdMZNFhw5piw,La Villa,"261 5th Ave, Brooklyn, NY 11215","40.6743319055498, -73.9816949398812",531,4.0,11215,italian
C-8mGN7lt5rIraO5n-15ug,The Smith,"956 2nd Ave, New York, NY 10022","40.755165, -73.967868",2692,4.0,10022,italian
RfxOtJ4SQmEeVX_XjFLWUQ,Otis,"18 Harrison Pl, Brooklyn, NY 11206","40.706011, -73.932598",333,5.0,11206,italian
4Kqzy6WJBZ4Tc0cg6k2XNQ,Vinny's of Carroll Gardens,"295 Smith St, Brooklyn, NY 11231","40.682103, -73.993438",222,4.0,11231,italian
if6ZZopcH51YQ7E3y4BxaA,Tuscan Hills,"11060 Queens Blvd, Forest Hills, NY 11375","40.718921, -73.8392443",414,4.0,11375,italian
cJREPXNhyznkLrKhjg9hoA,Tournesol,"5012 Vernon Blvd, Long Island City, NY 11101","40.74239, -73.95451",417,4.0,11101,italian
6KcS6hc2j4kJi2XTGxC1eg,Bodrum Mediterranean Restaurant,"584 Amsterdam Ave, New York, NY 10024","40.78935, -73.97411",404,4.0,10024,italian
ud4-0gH8YlAExTBJoADPtw,The Capital Grille,"120 Broadway, New York, NY 10271","40.7078813982786, -74.0102026698364",604,4.0,10271,italian
6AWiJUeP4FINQF48az-bkQ,Pasta Eater,"9 E 17th St, New York, NY 10003","40.73765, -73.99134",122,4.0,10003,italian
k2sHdf6WeY22pK3hs6mtqA,Legasea Seafood Brasserie,"485 7th Ave, New York, NY 10018","40.75238, -73.98939",316,4.0,10018,italian
oV_B5pRkcICNab7_eVoIcA,Go Nonna,"10-50 44th Dr, Long Island City, NY 11101","40.74831, -73.9499",91,4.5,11101,italian
piH-TNcmjLq2NHE4ZtbrBA,Zucchero E Pomodori,"1435 2nd Ave, New York, NY 10021","40.770683, -73.957319",205,3.5,10021,italian
505bv6h3VnN6SekdHCr8Sw,Nocello,"257 W 55th St, New York, NY 10019","40.765363, -73.983393",160,3.5,10019,italian
rTzojTIarMjh_X7YPliySw,Zio Luigi,"42-15 Queens Blvd, Sunnyside, NY 11104","40.7438632, -73.9220898",139,4.5,11104,italian
mOoZZa6WIsgihc_TqyQcXw,Tarallucci E Vino -Union Square,"15 E 18th St, New York, NY 10003","40.7381367771909, -73.9907283558044",371,3.5,10003,italian
2F-7XCoPS1mbdy9ioqWuqw,Serafina,"2737 Broadway, New York, NY 10025","40.80043, -73.96828",77,3.0,10025,italian
rCpO-kMHljieU0geK0RJQw,Noreetuh,"128 1st Ave, New York, NY 10009","40.727275, -73.985221",448,4.0,10009,italian
BpdlX1j1-FbOC1dWIrZv4w,Bella Blu,"967 Lexington Ave, New York, NY 10021","40.769207, -73.962791",259,3.5,10021,italian
rSY3MyWqpuy3dNuUN4zQ_g,Petit Poulet,"52 W 33rd St, New York, NY 10001","40.7487341906226, -73.98756886040884",424,4.0,10001,italian
foRWizWrQ32g6Vv4g9UTnA,Nocciola Ristorante,"237 E 116th St, New York, NY 10029","40.797504279322176, -73.93837566805112",225,4.0,10029,italian
XEugUtbw4rRmGr9S1XA-aQ,Alta,"64 W 10th St, New York, NY 10011","40.7345163811398, -73.9983369619683",1915,4.0,10011,italian
ItyOhaRY5VeNAdK2liPEBg,Maria Restaurant,"11 Huguenot St, New Rochelle, NY 10801","40.9143109, -73.7736016",102,4.5,10801,italian
p4TYRKQ82N5Ntb6RPdLPMg,Bruno's Ristorante,"158-22A Crossbay Blvd, Howard Beach, NY 11414","40.6595993041992, -73.8433990478516",236,4.5,11414,italian
F8RLZFoTxOO_GBPJNjz3kA,Mark's Off Madison,"41 Madison Ave, Between Park & Madison, New York, NY 10010","40.742325, -73.986271",22,4.5,10010,italian
V0zC3awsklyxC0GFzmaTLg,Sfilatino Italian Gourmet,"342 W 57th St, New York, NY 10019","40.7675056, -73.9851073",186,4.0,10019,italian
zzJA5P32V9MIHIMBIyasJw,Dante West Village,"551 Hudson St, New York, NY 10014","40.735202, -74.006251",45,4.0,10014,italian
R86cJxXMiXRyqzlF24esgg,Lexington Pizza Parlour,"1590 Lexington Ave, New York, NY 10029","40.789283, -73.9487429",214,4.0,10029,italian
DiHm4iIAQhqMKfjsrBPvZw,Socarrat Paella Bar - Chelsea,"259 W 19th St, New York, NY 10011","40.7426956, -73.9995488",1166,4.0,10011,italian
syu8oCU9h3X9hfAE_lpADw,Terra Wine Bar,"222 W Broadway, New York, NY 10013","40.71928, -74.00647",368,3.5,10013,italian
rU9cKxAVU4Gd_JhAqp_bTA,Buttermilk Channel,"524 Court St, Brooklyn, NY 11231","40.675919, -73.999059",1894,4.0,11231,italian
_H52GDibhYc9bs8j1o-1_w,Leonelli Restaurant & Bar,"7 East 27th St, New York, NY 10016","40.7439469, -73.9869744",52,4.0,10016,italian
pGr5QuQU7Ur5GHLvXbT8bw,Paulie Gee's,"60 Greenpoint Ave, Brooklyn, NY 11222","40.729546, -73.958568",1262,4.5,11222,italian
2VpurA2lb-q90nmALklNcA,Perry St,"176 Perry St, New York, NY 10014","40.73442, -74.00971",945,4.0,10014,italian
fUxRTikmfHnURZ26lD2y4Q,Tia Pol,"205 10th Ave, New York, NY 10011","40.7473, -74.00481",702,4.0,10011,italian
26M6nFVuA4bvhU0TBZOuLg,Pierre Loti Midtown,"300 E 52nd St, New York, NY 10022","40.7558717456695, -73.9673550550069",319,4.5,10022,italian
5k_jwjhdFMPUNWhouGNzuA,Misi,"329 Kent Ave, Brooklyn, NY 11249","40.71341, -73.96662",314,4.0,11249,italian
S8OKQ5S40oZ1Rr5RbC0jdg,Motorino,"349 E 12th St, Ste A, New York, NY 10003","40.73039, -73.98381",1080,4.0,10003,italian
xkvv0n7jbl4Ra3Vm_jfxaA,Upland,"345 Park Ave S, New York, NY 10010","40.7418912, -73.9846396",1034,4.0,10010,italian
l-oj1yA5liiFEEwoi-1ELA,Bottega Restaurant,"1331 2nd Ave, New York, NY 10021","40.7677346, -73.9593295",139,3.5,10021,italian
fH8DkdRerw5LJ7fZZHRfeA,Leuca,"111 N 12th St, The William Vale Hotel, Brooklyn, NY 11249","40.722121, -73.956678",330,4.0,11249,italian
01eI6pT0doZiu0nm-Gl7RA,Trattoria 35,"213-15 35th Ave, Bayside, NY 11361","40.76902, -73.77417",450,4.0,11361,italian
d7Asc4q2ImoPlA_BhfroTQ,Kesté Pizza & Vino,"66 Gold S, New York, NY 10038","40.7093947, -74.0048977",1415,4.0,10038,italian
pDwhlX9jNBGnjvyGR9jYWQ,Gabriel Kreuther,"41 W 42nd St, New York, NY 10036","40.754546, -73.982556",459,4.5,10036,italian
OWAfPuMnSqn7Ru1_RNH8fw,Aria Wine Bar,"369 51st St, New York, NY 10019","40.76413, -73.98826",411,3.5,10019,italian
R7EGjHWw0tNheY6-ahH8fQ,Tuome,"536 E 5th St, New York, NY 10009","40.72412482724, -73.9828906263924",520,4.5,10009,italian
qm1J_dPA5IHij1oAnoZwHw,nonono,"118 Madison Ave, New York, NY 10016","40.74545, -73.98499",798,4.0,10016,italian
_WttOSi2_ggdvUI6GvaqTg,Da Nonna Rosa,"140 7th Ave, Brooklyn, NY 11215","40.67291, -73.97697",365,4.0,11215,italian
7xV4gzrgaOgQYtPC3FBZig,Pylos,"128 E 7th St, New York, NY 10009","40.72608, -73.98415",1133,4.5,10009,italian
pP4oS09iOB6qMaX3GkKSuQ,Avena UES,"22 E 66th St, New York, NY 10065","40.767957, -73.968759",7,5.0,10065,italian
mmJ72_R1HvpSz6a3l7jYnA,Tiramisu,"1410 3rd Ave, New York, NY 10028","40.7751535105423, -73.9569666",184,3.5,10028,italian
VtJd1l64kqUUyWacwK0J2Q,Veniero's,"342 E 11th St, New York, NY 10003","40.729431, -73.984541",2097,4.0,10003,italian
AAQDZdKhtcX7otmOfOF9nw,Gino's Restaurant,"7414 5th Ave, Brooklyn, NY 11209","40.63, -74.02274",683,4.0,11209,italian
kmcgUxWhwlbmC-FAMTEF2g,Café D'Alsace,"1695 2nd Ave, New York, NY 10128","40.77916, -73.95104",1229,4.0,10128,italian
H87m0azdhuw5uo6Y166uUg,Loi Estiatorio,"132 W 58th St, New York, NY 10019","40.765385, -73.978002",364,4.5,10019,italian
A8zppFZvBDGUKRSUrzJWMg,Chez Josephine,"414 W 42nd St, New York, NY 10036","40.758502, -73.993413",501,4.0,10036,italian
nTCFXqiQPTvDfnAxHfA64A,Trattoria Tra di Noi,"622 East 187th St, Bronx, NY 10458","40.85493, -73.8869",140,4.0,10458,italian
oRdM7n-AfBPBGAlH4Q0Sag,My Pie Pizzeria Romana,"690 Lexington Ave, New York, NY 10022","40.7608512, -73.9694809",766,4.5,10022,italian
DKLbMLQHvggfIKw2jj6rnA,Felice 83,"1593 1st Ave, New York, NY 10028","40.775049, -73.951078",249,3.5,10028,italian
e_EQojNWskn_hFbKA_UZ-Q,Balvanera,"152 Stanton St, New York, NY 10002","40.72063, -73.98539",250,4.5,10002,italian
xKZSIBaGkXX7ppIceuhiQQ,Buca di Beppo Italian Restaurant,"1540 Broadway, New York, NY 10036","40.757923, -73.985216",433,3.5,10036,italian
7SekluUz__l0ZtPOaLBUeQ,Socarrat Paella Bar - Nolita,"284 Mulberry St, New York, NY 10012","40.724483, -73.99504",502,4.0,10012,italian
BXiX5-ce4NNxsw7eUDZeOg,Giovanni's Brooklyn Eats,"1657 8th Ave, Brooklyn, NY 11215","40.6601105, -73.9835205",479,4.0,11215,italian
-3679xEuBOlRMdBYnvUcOw,Lumaca,"34 E 32nd St, New York, NY 10016","40.746036, -73.983319",9,4.0,10016,italian
j9uuXTmbt4JCphSVg5DpgQ,Cafe Rustico II,"62 E 34th St, New York, NY 10016","40.74719, -73.98202",131,4.0,10016,italian
u6q1s6c0H9wQwFUJJzAiOw,Gigino At Wagner Park,"20 Battery Pl, New York, NY 10004","40.7052055368065, -74.0184892569177",286,3.5,10004,italian
xZ96vaoL-cQjfotmUKtjJQ,Barn Joo 35,"34 W 35th St, New York, NY 10001","40.74964, -73.98582",2028,4.5,10001,italian
MyVbXtvst8X7sbR7gUA_ug,Cacio E Vino,"80 2nd Ave, New York, NY 10003","40.726384, -73.988873",354,3.5,10003,italian
Ey45ZiAN1TSVmvfM6DVZqA,Persepolis,"1407 2nd Ave, New York, NY 10021","40.76984, -73.958015",460,4.0,10021,italian
9lDqOfKeEB15AWfsWIq8mA,Mario's Restaurant,"2342 Arthur Ave, Bronx, NY 10458","40.8542, -73.88857",247,3.5,10458,italian
HV5DMBmEpQ_Nu6NSekJquA,Harry's Italian,"225 Murray St, New York, NY 10282","40.7153762863468, -74.0139836332683",258,3.5,10282,italian
_eImQkZt0MlQ0jLZH2LrTQ,GP's Restaurant,"24 69th St, Guttenberg, NJ 07093","40.79126, -74.00167",140,4.5,07093,italian
wq43ljNSuSMG81qKHE7YpQ,Sant Ambroeus West Village,"259 West 4th St, New York, NY 10014","40.735428, -74.003142",252,3.5,10014,italian
2F0onUXsdSunj3FN7YsxBw,Arthur Avenue,"New York, NY 10001","40.8558807373047, -73.8874588012695",9,5.0,10001,italian
OwcGML0xYT-t4vmMthgOkA,Match 65 Brasserie,"29 E 65th St, New York, NY 10065","40.7673434, -73.9682993",213,3.5,10065,italian
1hZo1zfvLVN687_D7latyg,Daniela Trattoria,"728 8th Ave, New York, NY 10036","40.75927, -73.98809",455,3.5,10036,italian
MoyxzhaYIsJx-p9IuGGK4w,Stella 34 Trattoria,"151 W 34th St, Macy's Herald Square, New York, NY 10001","40.750813, -73.989484",672,3.5,10001,italian
r_fUOUhz-pHZxFDV1hzy0w,Peasant,"194 Elizabeth St, New York, NY 10012","40.72171, -73.99428",698,3.5,10012,italian
HSKcCmRFqzqG542Hy_eftw,Siena Cafe,"1580 3rd Ave, New York, NY 10128","40.78073, -73.953",213,3.5,10128,italian
mPHPVJ2-8mOR-lFHafrc6w,Evelina,"211 Dekalb Ave, Brooklyn, NY 11205","40.689722, -73.971003",205,4.5,11205,italian
7Qvh0oFRsoqrO9qNlcMKXQ,Saigon Shack,"114 Macdougal St, New York, NY 10012","40.72969, -74.000629",2422,4.0,10012,italian
1uOB_tWZwvI0_HakXfu5Jg,Nick's Pizza,"1814 2nd Ave, New York, NY 10128","40.78272, -73.94781",547,4.0,10128,italian
0frCoaUJ_XWiz1BXiHBcwg,Ceci Italian Cuisine,"46 W 46th St, New York, NY 10036","40.7568271422022, -73.9809948205948",291,3.5,10036,italian
432F7ulSgnm1fNyefqgrNw,Strip House,"15 W 44th St, New York, NY 10036","40.7552982092827, -73.98068987648",545,4.0,10036,italian
FpgzHQMSNTTjagrKXxOw5A,San Matteo Pizzeria e Cucina,"1559 2nd Ave, New York, NY 10028","40.7746799, -73.95443",318,3.5,10028,italian
vTn3ww550Rnhz9naIxtjww,Brunetti Pizza,"626 Hudson St, New York, NY 10014","40.73829, -74.0054",299,4.5,10014,italian
-VvrQWfbkQWeuGC4L0KcfQ,il Buco Alimentari & Vineria,"53 Great Jones St, New York, NY 10012","40.7264539, -73.992549",542,3.5,10012,italian
9xZe8DclrBpofeM0dd6Z6A,Tavolino,"496 9th Ave, New York, NY 10018","40.75562, -73.99445",10,4.5,10018,italian
e4L0hsq6Q96mV2nKQ9CgNQ,Tramonti Fifth Ave,"2 W 28th St, New York, NY 10001","40.74475, -73.98772",30,4.5,10001,italian
clOFor0bFSjse7EUfdRacg,Faro,"436 Jefferson St, Brooklyn, NY 11237","40.707407, -73.922839",282,4.0,11237,italian
oLA02lMIfgvbYquvXzkARw,Lillie's Victorian Establishment,"249 W 49th St, New York, NY 10019","40.7614625, -73.9860519",1462,4.0,10019,italian
Rj2ACaJcbroJLPDhRhzvBw,Shuka,"38 MacDougal St, New York, NY 10012","40.72707, -74.00283",511,4.0,10012,italian
