bID,name,address,cord,numOfReview,rating,zipcode,cuisine
1UqrqRx_35w87pQeg17Gqg,El Toro Blanco,"257 6th Ave, New York, NY 10014","40.72902, -74.00277",386,3.5,10014,mexican
UKy0nNjMkOBEU3dOCH831w,Cuba Restaurant and Rum Bar,"222 Thompson St, New York, NY 10012","40.729084, -73.998832",1572,4.0,10012,mexican
cQGW6BWU6lppWVSwlFBDgA,Cinco De Mayo,"837 Washington Ave, Bronx, NY 10451","40.8225131696248, -73.9115964114002",106,3.5,10451,mexican
FXgSgiLg6xgOO8zrG51mzg,Claro,"284 3rd Ave, Brooklyn, NY 11215","40.6773587963142, -73.9861984489446",205,4.0,11215,mexican
TJCyocLYrUBfbf8r0DaBXw,Tacos Grand Central,"153 E 43rd St, New York, NY 10017","40.75164, -73.97418",196,4.0,10017,mexican
hdBhZcdZGHkTESrldAObJg,La Morada,"308 Willis Ave, Bronx, NY 10454","40.810552, -73.92142",167,4.5,10454,mexican
7xW-mmylJCNQgYw88Ur89Q,La Posada Mexican Food,"364 3rd Ave, New York, NY 10016","40.74115, -73.98189",215,3.5,10016,mexican
OAqsZMbjv66nOMqlimnYuQ,Uva,"1486 2nd Ave, New York, NY 10075","40.7722, -73.95566",2422,4.0,10075,mexican
BF6pY829iPBERt15CG1g3w,At Nine Restaurant & Bar,"592 9th Ave, New York, NY 10036","40.758697, -73.992064",498,4.0,10036,mexican
Hh9glEE_xDYT_pPUsRPXlA,Blend on the Water,"45-40 Center Blvd, Long Island City, NY 11109","40.748216, -73.956973",3284,4.0,11109,mexican
POGfmcCkuLpkP_Vz98DuwQ,Caliente Cab,"61 7th Ave S, New York, NY 10014","40.7318059, -74.0035903",836,2.5,10014,mexican
juULANORQ2onWkEvSMjlaw,Al Horno Lean Mexican Kitchen,"1089 2nd Ave, New York, NY 10022","40.75967, -73.96525",131,3.5,10022,mexican
NvyOagUcodDPHSDF5Vhbmg,Skinny's Cantina,"4705 Center Blvd, Long Island City, NY 11109","40.7457158661738, -73.9563131306885",494,3.0,11109,mexican
hmx8vUMYJPTbfgN8c7A5LA,El Aguila Dorada Restaurant,"830 Broadway, Bayonne, NJ 07002","40.6756098548753, -74.1081924349606",307,4.0,07002,mexican
RyEd54MOTc5OcYtOiDt11g,Iguana Restaurant & Dance Lounge,"240 W 54th St, New York, NY 10019","40.7642063, -73.9832105",848,3.0,10019,mexican
HwDu45zV90Wmprn6sPttCQ,Mexican Festival,"2672 Broadway, New York, NY 10025","40.79821, -73.96887",273,3.5,10025,mexican
jzVv_21473lAMYXIhVbuTA,De Mole Astoria,"4220 30th Ave, Astoria, NY 11103","40.7625999, -73.9129028",382,4.0,11103,mexican
z03feCvDI2WXUpaRa7iHWA,Tacostoria,"3605 30th Ave, Astoria, NY 11103","40.76509, -73.91695",15,4.5,11103,mexican
5S8ZK9XLdl4l645twbNYZQ,Boqueria,"1460 2nd Ave, New York, NY 10075","40.771522, -73.956073",757,4.0,10075,mexican
YYB2lPax5wAdeNWUcm5WAg,Mexicocina,"503 Jackson Ave, Bronx, NY 10455","40.811884525549, -73.90966713749",177,3.5,10455,mexican
EhJO7B2hzHq8NT8iFKoCwg,Hot Jalapeño,"219 E 116th St, New York, NY 10029","40.7976444478292, -73.9390864432851",78,4.0,10029,mexican
34-HPDO5GxVlVl4pZ-Bg3w,Kilo,"857 9th Ave, New York, NY 10019","40.767096100000025, -73.98665367055226",451,4.0,10019,mexican
7al7ikR4Zl-onhoDi175lA,Las Chelitas,"7312 13th Ave, Brooklyn, NY 11228","40.62128, -74.00662",56,4.5,11228,mexican
OsnvNfvVnpjnFklon1s-vg,La Chula,"137 E 116th St, New York, NY 10029","40.79882, -73.94168",191,4.0,10029,mexican
trOfIBnEr_CxZuLRyGj9FQ,Miti Miti,"138 5th Ave, Brooklyn, NY 11217","40.6786672454389, -73.9791200818081",1108,4.0,11217,mexican
0o0s6bUIuy0LTGNR3xYzzw,Dos Toros Taqueria,"1111 Lexington Ave, New York, NY 10075","40.7739509, -73.9594762",386,3.5,10075,mexican
FA_0DX6FwHm1Lnqz_fd9iA,Mi Casita Restaurant,"1484 Amsterdam Ave, New York, NY 10031","40.81795, -73.953333",40,2.5,10031,mexican
4rAXH_bl_iJ1BwHp7I3rYg,Al Horno Lean Mexican Kitchen,"417 W 47th St, New York, NY 10036","40.762151, -73.991049",254,3.5,10036,mexican
Jh6bSOaw0ftGh9ONiwr7nA,Los Tres Chilitos,"456 Central Ave, Jersey City, NJ 07307","40.75021, -74.04619",208,4.0,07307,mexican
zNcDCPiUsE5aT6jyaCVtmA,Fresco's Cantina,"12-14 31st Ave, Long Island City, NY 11106","40.76837, -73.93303",246,4.5,11106,mexican
4IE9hPuy5QIWVdaETUEG_Q,El Sombrero,"108 Stanton St, New York, NY 10002","40.72124, -73.9875",344,3.5,10002,mexican
qUkFTWe0D2fq63qfiXDpzg,Viva Mexico,"1603 Bergenline Ave, Union City, NJ 07087","40.762581, -74.0358765043285",18,4.5,07087,mexican
ojeMH0rbOOMx9ajChbVkJQ,Papatzul,"55 Grand St, New York, NY 10013","40.722148, -74.003677",430,3.5,10013,mexican
4ttqjZMCsfz6X0kQ_KR0xQ,Orale Mexican Kitchen,"341 Grove St, Jersey City, NJ 07302","40.720536, -74.042976",1140,4.0,07302,mexican
wzbta6vcz3YNLZDhgrzy1w,Sip Sak,"928 2nd Ave, New York, NY 10022","40.754336, -73.968502",411,3.5,10022,mexican
YOuxIvQh4RbX14Sh98m74Q,Mr Burrito,"43-20 Greenpoint Ave, Sunnyside, NY 11104","40.7409739, -73.921299",31,4.5,11104,mexican
pjBDqn25X3The5AhZD3glw,El Zason,"411 Atlantic Ave, Brooklyn, NY 11217","40.686998, -73.984224",8,5.0,11217,mexican
AC6vUyOGt8WliqswigZlzQ,Dulce Vida Latin Bistro,"1219 Lexington Ave, New York, NY 10028","40.77704, -73.95721",257,3.5,10028,mexican
fEig4z0y_qCMRLvW7HRuqA,Harding's,"32 E 21st St, New York, NY 10010","40.7393229, -73.9887163",361,4.0,10010,mexican
RQi2YmAkk8g9WdNStAhfbQ,Sevilla Restaurant,"62 Charles St, New York, NY 10014","40.7348725944757, -74.0029708296061",477,3.5,10014,mexican
zb45GcwBARV0DndrwAr-9A,Riviera Maya Mexican Cuisine,"252 E Fort Lee Rd, Bogota, NJ 07603","40.8725881057144, -74.0205895900726",289,4.0,07603,mexican
jf95dOTlZB7oPWz9JLgaQA,Borrachito,"206 Avenue A, New York, NY 10009","40.7294609, -73.980749",35,3.5,10009,mexican
r5NT8-nV4py2c-mppTKucQ,Essex Taqueria,"123 Essex St, New York, NY 10002","40.7197418, -73.9877989",285,4.0,10002,mexican
zv29TbzPs9-rD5ql0qWw5A,The Shadmoor,"1066 2nd Ave, New York, NY 10022","40.75866, -73.9655499",313,4.5,10022,mexican
Wm6vj0ekRAzZnaeaBEkOag,Taqueria Downtown,"236 Grove St, Jersey City, NJ 07302","40.716222, -74.044659",1809,4.0,07302,mexican
JnOYZqzRBHkEB_mvMXph_g,Juquila Kitchen and Bar,"39-05 29th St, Long Island City, NY 11101","40.7532, -73.93436",104,4.0,11101,mexican
oLA02lMIfgvbYquvXzkARw,Lillie's Victorian Establishment,"249 W 49th St, New York, NY 10019","40.7614625, -73.9860519",1462,4.0,10019,mexican
mykhv_-D5kREsbwCjeB1AA,Los Compadres,"1224 Anderson Ave, Fort Lee, NJ 07024","40.83981, -73.98118",156,4.5,07024,mexican
8WnHtvMdPWE66eSkUdbLhQ,Flip Sigi,"131 7th Ave S, New York, NY 10014","40.7344965, -74.0020674",763,4.0,10014,mexican
WI9HAeZ5BB1KvEz0mt1ivg,Taco Intenso,"7410 Broadway Ave, North Bergen, NJ 07047","40.796123, -74.003279",27,4.5,07047,mexican
F76RYME8VeIIJDkVCOe0rg,Tequila Chito's Mexican Grill,"358 W 23rd St, New York, NY 10011","40.7460136413574, -74.0009002685547",206,2.5,10011,mexican
6VRIJ7fHe35-baWzkgZCUg,Tarachi,"222 Greene Ave, Brooklyn, NY 11238","40.68697, -73.962191",24,4.5,11238,mexican
sshS0FJ6tKkmLCcEKXyVkA,"El Tepeyac Food Market: Carniceria, Grocery & Taqueria","1621A Lexington Ave, New York, NY 10029","40.789743, -73.947903",34,4.5,10029,mexican
nY7jGZGMR7XA95t2uey2hA,Viva Margarita,"790 Anderson Ave, Cliffside Park, NJ 07010","40.831766, -73.984637",193,3.5,07010,mexican
_WhV2UWBj6ULaLlo_I9FMg,El Encanto De Lola 2,"175 Lenox Ave, New York, NY 10026","40.80389, -73.94865",61,3.5,10026,mexican
BK99GBVm_V6n_CTsc65mTw,Esqueleto Taqueria - Brooklyn,"155 Atlantic Ave, New York, NY 11201","40.690561, -73.994917",4,5.0,11201,mexican
vpWPgusmUD0cYNKf0uEQIw,Cemitas El Tigre,"45-14 48th Ave, Sunnyside, NY 11377","40.7391913, -73.9198491",234,4.5,11377,mexican
Yilk_Ucz4L6w9EmvAS2gHg,Taqueria Coatzingo,"7605 Roosevelt Ave, Jackson Heights, NY 11372","40.7471912668812, -73.8895068500844",443,4.0,11372,mexican
C-8mGN7lt5rIraO5n-15ug,The Smith,"956 2nd Ave, New York, NY 10022","40.755165, -73.967868",2692,4.0,10022,mexican
nC9FlWwB5ukca5BwYllQYw,Tulcimexico Restaurant,"2798 Frederick Douglass Blvd, New York, NY 10039","40.825097588068, -73.9400857686996",37,4.5,10039,mexican
rAKTm3QwNgrIcex6ReQC2g,Mi Rancho Restaurant,"59 Main St, Hackensack, NJ 07601","40.8800569, -74.044232",222,4.0,07601,mexican
Drh9-6n7lWNOSnlP5vmOXA,Xilonen,"905 Lorimer St, Brooklyn, NY 11222","40.723513, -73.951928",9,4.5,11222,mexican
nrxSzq-VxLqD7aFkE4SH3Q,Cocoron,"37 Kenmare St, New York, NY 10012","40.7207236, -73.9953191",659,4.0,10012,mexican
wx9mXol6jOrUoAK4vaFS9Q,Mission Ceviche,"1400 2nd Ave, New York, NY 10021","40.7692325, -73.9578759",246,4.5,10021,mexican
A8qXfx_LBI6fnOhxDmvIOA,Sabor A Mexico,"1744 1st Ave, New York, NY 10128","40.77953, -73.94704",148,3.5,10128,mexican
OwH9eXxsBeeYl8s7TXUBiA,San Blas,"140 Montague St, Brooklyn, Brooklyn, NY 11201","40.694495, -73.993709",56,4.5,11201,mexican
wuNTd0mkiHVrErDI0qivAw,Viva Viva Taqueria,"34-10 30th Ave, Astoria, NY 11103","40.7654724, -73.9187591",56,4.5,11103,mexican
8_NilECM6qg_L7WYb25uNw,Luchadores,"87 South St, New York, NY 10038","40.70582, -74.00411",85,3.5,10038,mexican
XGdUYzkPkX94RoLlPDymeQ,Tacos Y Quesadillas Mexico,"2030 Broadway Ave, New York, NY 10023","40.777487, -73.982069",34,4.0,10023,mexican
8Y5Ytn30Wup9sNf2n99s1A,NOMO Kitchen,"9 Crosby St, NOMO SOHO Hotel, New York, NY 10013","40.7198301, -74.0000708",599,3.5,10013,mexican
qY1o1MhoRyN84RRhUJtvpQ,Her Name Is Han,"17 E 31st St, New York, NY 10016","40.7462615966797, -73.984733581543",1263,4.0,10016,mexican
N90gLDq4XgqYanlRqaeNKg,Acapulco,"1116 Manhattan Ave, Ste 2-L, Brooklyn, NY 11222","40.7367, -73.95517",284,4.0,11222,mexican
4sNPRRefpFQl-fE_aU5XaA,Refried Beans Mexican Grill,"591 Fort Washington Ave, New York, NY 10033","40.8549599636967, -73.9370997259323",279,3.5,10033,mexican
RemvTpxalDjSew5HwmNzUQ,The Dead Rabbit,"30 Water St, New York, NY 10004","40.70329, -74.01102",1574,4.0,10004,mexican
4Fe6J1brxdVHdhFW1iKUlQ,El Coyote Restaurant,"80-18 Northern Blvd, Jackson Heights, NY 11372","40.7552907510186, -73.8866319740258",250,3.0,11372,mexican
iBkwuh7ZLIOeFfuKmhZpOA,Cinco De Mayo,"2428 Lemoine Ave, Fort Lee, NJ 07024","40.86395, -73.96195",170,3.5,07024,mexican
wDURpY2e7gQIaB3FgQbE9A,Layali Latina,"4517 28th Ave, Astoria, NY 11103","40.7635224737774, -73.908959",7,5.0,11103,mexican
MRF4bNFPAyHe2rMS1yZobg,El Toro Mexican Grill,"69 New St, New York, NY 10004","40.705648, -74.012401",114,3.0,10004,mexican
OICgilPNwolv00z7d1Y37w,Charritos Midtown,"518 Washington St, Hoboken, NJ 07030","40.74287, -74.02957",124,3.0,07030,mexican
cQWUPxESnMx69dshABS_rg,Taquitos Mexico,"6720 14th Ave, Brooklyn, NY 11219","40.623125, -74.00117",213,4.0,11219,mexican
HToo0IzHnorOdrfCLVk7kQ,Jacx&Co,"28-17 Jackson Ave, Long Island City, NY 11101","40.748601, -73.938545",15,4.5,11101,mexican
2iqsjuh8Mpm_3p6s-G9zkQ,Taqueria Tlaxcalli,"2103 Starling Ave, Bronx, NY 10462","40.83624, -73.854962",642,4.5,10462,mexican
H08vCdbcP3oy0cBEKqM5KQ,El Rey del Sabor,"166 E 60th St, New York, NY 10021","40.7622400274526, -73.9663818196397",71,4.0,10021,mexican
RThvexVhZQ8KA6JAr0UkCQ,Casa Adela,"66 Ave C, New York, NY 10009","40.72264, -73.97973",475,4.0,10009,mexican
HpxYBu1ARzOGvuUcLJe54g,Giardino 54,"402 W 54th St, 400 1/2 W 54th St, New York, NY 10019","40.7661, -73.98763",111,4.5,10019,mexican
95a04LtXLX6gePhPEwff9A,Amaranto Mexican Restaurant,"887 Hart St, Brooklyn, NY 11237","40.703111, -73.921892",354,4.5,11237,mexican
zGtR4FNGDD1EjdxIzKF-HA,Pio Pio 6,"702 Amsterdam Ave, New York, NY 10025","40.793007, -73.971535",748,3.5,10025,mexican
e80JDJkf5WdRe5GorvEcgg,San Loco,"111 Ave C, New York, NY 10009","40.7243318, -73.978931",11,3.5,10009,mexican
vQcK7BH6maW9dAZWJOuW3Q,The Mermaid Inn,"570 Amsterdam Ave, New York, NY 10024","40.7887398925594, -73.9744491607132",1125,4.0,10024,mexican
sCNZGN2Zh1T5hht728hV5Q,Ursula BK,"724 Sterling Pl, Brooklyn, NY 11216","40.672656, -73.954677",42,4.5,11216,mexican
PJeuLlvja4ZKv_tHq_pE1A,Heidelberg Restaurant,"1648 2nd Ave, New York, NY 10028","40.77742, -73.95172",692,4.0,10028,mexican
zo4mcEfVKaktdj_gnSFhGQ,Cafe Katja,"79 Orchard St, New York, NY 10002","40.7177673, -73.990589",790,4.5,10002,mexican
g4NwsmgkpdEMRvUmLzVLVA,Victoria's Mexican - American Grill,"201 Main St, Little Ferry, NJ 07643","40.8518846527181, -74.0412875711639",145,4.5,07643,mexican
r2b7o1BjPiM7QcuLIvI2EQ,Agave - New York,"488 3rd Ave, New York, NY 10016","40.734999, -74.002438",72,2.5,10016,mexican
BgueHXOeFcOHGT8jwBkEYw,The Freakin Rican Restaurant,"4306 34th Av, Astoria, NY 11101","40.7553327813777, -73.9182442054152",239,4.5,11101,mexican
dMhRafXdr765DHe0k-QfaQ,ABC Kitchen,"35 E 18th St, New York, NY 10003","40.737832, -73.989649",2986,4.0,10003,mexican
n9NAUB6ivkk45bUz3nm2AA,Grito Mexican Grill,"1555 Saint Nicholas Ave, New York, NY 10040","40.85355, -73.93087",190,4.0,10040,mexican
LA7riLKSg-aBLgTY4fT8GQ,Sarabeths - Central Park,"40 Central Park S, New York, NY 10019","40.765158, -73.975724",1825,3.5,10019,mexican
MNNpsRXe7Wt5m3Jla9Wk0w,The Alcove,"41-11 49th St, Sunnyside, NY 11104","40.7459065, -73.915103",905,5.0,11104,mexican
IOHaEgK1zDvUvB3SfKuGCw,Parker & Quinn,"64 W 39th St, New York, NY 10018","40.7525862175813, -73.9850713153442",1355,4.0,10018,mexican
jQjQHNAM8xXB73kFkfg9kA,Tacos Cholula,"25 Ave A, New York, NY 10009","40.72301, -73.98605",149,4.5,10009,mexican
0dDCDQz7DrKkSvu9h2hcQw,Chow House,"181 Bleecker St, New York, NY 10012","40.72915, -74.00072",407,4.5,10012,mexican
M6XZ8IIOGmBfh79vk79Eqw,Tacombi - Williamsburg,"242 Metropolitan Ave, New York, NY 11211","40.71489, -73.95949",63,4.5,11211,mexican
UXVDyIzmO5kmJnlv-HDXLg,Cafeteria,"119 7th Ave, New York, NY 10011","40.740567590122, -73.9980747946",3359,3.5,10011,mexican
b_x0NR7xLq_llrXOEo-nhg,Mitla New York City,"213 6th Ave, New York, NY 10014","40.727518, -74.003425",7,4.5,10014,mexican
NDESOZpRmd8bI9AAmo2V6w,La Casa Del Taco,"671 A Palisade Ave, Cliffside Park, NJ 07010","40.825251, -73.983272",15,4.0,07010,mexican
3Gz07E5YJjDTJPSuzsAStQ,Ocean Prime,"123 W 52nd St, New York, NY 10019","40.7617438, -73.9805565",608,4.5,10019,mexican
mWS4umRg2AyykyAClMrIRw,The Penrose,"1590 2nd Ave, New York, NY 10028","40.775427, -73.953115",1206,4.0,10028,mexican
n3ck62rgUFtrYQ4PQFeahA,Taqueria El Toro,"7302 3rd Ave, Brooklyn, NY 11209","40.632808, -74.027521",1,5.0,11209,mexican
GeL6wGdzhdEhuIFQau3ocQ,Taqueria Meza,"95 7th Ave S, New York, NY 10014","40.7330017, -74.002915",286,3.5,10014,mexican
A2DV-AQIXRYUMu5Ak5mjxg,Patzeria Family & Friends,"311 W 48th St, New York, NY 10036","40.7615, -73.98754",1111,4.5,10036,mexican
9BzRiWO6PSdR-l3dzCm3VA,Buceo 95,"201 W 95th St, New York, NY 10025","40.793613, -73.971112",438,4.0,10025,mexican
_8Oq6MmhqLgzQDVYXWLxuA,Réunion,"357 W 44th St, New York, NY 10036","40.759708, -73.991294",691,4.0,10036,mexican
StpOKezaW-AyN2xA1EJKvw,Victor's Cafe,"236 W 52nd St, New York, NY 10019","40.7629499, -73.98403",1483,4.0,10019,mexican
evJqF34WN9Bz73j99vDTCQ,Azteca Restaurante Mexican Cuisine,"15 Park Ave, Rutherford, NJ 07070","40.8279655, -74.1017663",247,4.0,07070,mexican
q8YAM38nAsVoRcWOER9I9A,Parrilladas Sunrise,"83-11 Northern Blvd, Jackson Heights, NY 11372","40.75597, -73.88396",49,4.0,11372,mexican
aStZY21Qmtzm1IS8y1_81g,Móle,"178 Kent Ave, Brooklyn, NY 11211","40.718819, -73.963455",301,3.0,11211,mexican
l0ZOGV9tohkpfHiZ-3XSRg,Friducha,"946 Manhattan Ave, Brooklyn, NY 11222","40.73152, -73.95432",88,4.0,11222,mexican
njV8tFM7PivgDhWng_Lb6g,Las Margaritas,"7206 3rd Ave, Brooklyn, NY 11209","40.6333399, -74.02719",248,4.0,11209,mexican
XsxnMWdMpVixA7Yyq_vq7Q,Paloma's,"435 Menahan St, Brooklyn, NY 11237","40.7034683227539, -73.9121246337891",169,4.0,11237,mexican
qLUH_0H8ct_DTSqrjwd3DQ,DORADO Tacos & Quesadillas,"570 Lexington Ave, New York, NY 10022","40.757137, -73.972584",27,3.5,10022,mexican
WZynqsGjqQLc_T8R80_-7g,Yellow Rose,"102 3rd Ave, New York, NY 10003","40.732575, -73.98806909999999",30,4.5,10003,mexican
j4dGkqL-OK9YH8Sl2eOWEg,5 Burro Cafe,"72-05 Austin St, Forest Hills, NY 11375","40.7192464187592, -73.8422552802263",1401,3.5,11375,mexican
jKaR8TTkLBAFmMIsKU786g,Pio Pio 3,"1746 First Ave, New York, NY 10128","40.77959, -73.947",772,4.0,10128,mexican
8PhwiTru5teSaZ8C6hrIww,Casa Mono,"52 Irving Pl, New York, NY 10003","40.7359281440206, -73.9871550967319",1244,3.5,10003,mexican
02QBPRcN0LYO3neX_oqx4Q,Gordo's Cantina,"140 St Nicholas Ave, Brooklyn, NY 11237","40.70489, -73.91764",244,4.0,11237,mexican
X2C0_I0seTtjW9uL8e8FBw,Don Chingon,"216 Flatbush Ave, Brooklyn, NY 11217","40.68108, -73.97557",351,4.5,11217,mexican
sul_ihulQ5VUPNbk9liWqA,Cantina Rooftop,"605 W 48th St, New York, NY 10036","40.765101, -73.996046",911,3.0,10036,mexican
7xY3vxBy7yFF5dVAi-6hPQ,Pipo's Mexican Restaurant,"166 E 118th St, New York, NY 10035","40.7994318892483, -73.9398034173906",65,4.0,10035,mexican
PWFK0nvJ23Xkk_B4C5Q4Aw,Factory Tamal,"34 Ludlow St, New York, NY 10002","40.7159773, -73.9903625",110,4.5,10002,mexican
m8z1eTTetr-JbSM1HU2t6Q,Tacos Y Quesadillas Mexico,"924 9th Ave, New York City, NY 10019","40.7686908, -73.9849574",47,4.0,10019,mexican
_PWUuHHqyfJBrTROPR72Fw,The Taco Shop,"166 W 4th St, New York, NY 10014","40.7319488525391, -74.0015411376953",368,4.0,10014,mexican
b_3yI7FXcIle71lD9Tulww,Guajillo,"2277 1st Ave, New York, NY 10035","40.7967861606349, -73.934840150695",41,4.5,10035,mexican
1Ylu26XW3F6gSJWdFw6-8g,Great Burrito,"100 W 23rd St, New York, NY 10011","40.7428322, -73.9930115",254,4.0,10011,mexican
kmcgUxWhwlbmC-FAMTEF2g,Café D'Alsace,"1695 2nd Ave, New York, NY 10128","40.77916, -73.95104",1229,4.0,10128,mexican
f_1BjTChf6bobreSRpqhsw,Arco Cafe,"886 Amsterdam Ave, New York, NY 10025","40.7988462, -73.967065",271,4.5,10025,mexican
efxcTuq9Web2AWehfmYMQw,Tina's Cuban Cuisine,"23 W 56th St, New York, NY 10019","40.76306, -73.9757",589,4.0,10019,mexican
o_r0-1tGDoP_HyEONWKqCw,Mojo Restaurant,"70-20 Austin St, Forest Hills, NY 11375","40.720588, -73.8464128",336,4.0,11375,mexican
XKtxfym5V7XWYk5AFgjx_Q,Molcajetes,"520 West Side Ave, Jersey City, NJ 07304","40.7185, -74.08314",20,4.5,07304,mexican
SP4bvMvxel_UPdof_er3HA,Taco Mahal,"73 7th Ave S, New York, NY 10014","40.732337, -74.003303",605,4.5,10014,mexican
hKdvsbuQRtjajWYwjaoOQw,Tavern on the Green,"67 Central Park W, New York, NY 10023","40.772194, -73.9776",1473,3.5,10023,mexican
J_Nb9O4fKYwz28gkl-Y-_Q,La Patrona Restaurant,"812 E 149th St, Bronx, NY 10455","40.812449, -73.906041",20,4.0,10455,mexican
JSexQM-wn8HvWmfxu_m5ZA,Gnocco,"337 E 10th St, New York, NY 10009","40.72723, -73.98021",487,3.5,10009,mexican
0moBSyrTezcT3uePV74nug,Westville Hell's Kitchen,"809 9th Ave, New York, NY 10019","40.76577, -73.9875",144,4.5,10019,mexican
VLGmFHE4s0Sfu0piMVQa1Q,Hold Fast Kitchen and Spirits,"364 W 46th St, New York, NY 10036","40.76064, -73.99023",368,5.0,10036,mexican
vsQjfOXS10MQ8_CZ3amhVQ,Downtown Bakery Cocina Mexicana,"69 1st Ave, New York, NY 10003","40.72543, -73.98711",257,4.0,10003,mexican
VsqHs36uLxhqmjo60r1aJA,Habana To-Go,"229 Elizabeth St, New York, NY 10012","40.72292, -73.99418",271,4.0,10012,mexican
Zjs9BS1R-BB1L4P_TRF46g,La Avenida,"2247 1st Ave, New York, NY 10029","40.79573, -73.93596",96,4.5,10029,mexican
yCa3NOjGUKXBhkAeXpbQ5w,Terrace Restaurant and Bakery,"280 5th Ave, Brooklyn, NY 11215","40.674252, -73.982382",4,5.0,11215,mexican
UNX40pcYuNtbAUFE84dgFw,Jams,"1414 6th Ave, New York, NY 10019","40.764741, -73.9765169803648",318,3.5,10019,mexican
jhvlGPnHMZYJUMrc2XrSDg,Estrellita Poblana,"2231 Westchester Ave, Bronx, NY 10462","40.83446, -73.85084",271,4.0,10462,mexican
_PqNDaGlo1fxku0U7qsnqw,Viva Margarita,"163 Old River Rd, Edgewater, NJ 07020","40.80668, -73.99235",233,3.0,07020,mexican
zjnnccSIpMdx5fN-MxAr_w,La Superior,"295 Berry St, Brooklyn, NY 11211","40.71357, -73.96363",594,3.5,11211,mexican
P2ewW8Bwgl6htnMWYwhc5g,El Paisano Mexican Food,"New York, NY 10025","40.7981185913086, -73.9669189453125",2,5.0,10025,mexican
8uuMkezIN1c8zGEWkaMRqg,Los Tacos No. 1,"136 Church St, New York, NY 10007","40.714282, -74.008675",195,4.5,10007,mexican
YgVUJg4-aUsSu9dLhfF-3Q,Pinks,"242 E 10th St, New York, NY 10003","40.7287913560867, -73.9845903217793",210,4.0,10003,mexican
EaNRl3vlDOsNF-gkCR5mBA,La Sirène-UWS,"416 Amsterdam Ave, New York, NY 10024","40.7838, -73.97806",81,4.0,10024,mexican
jUI2Mf4hUFPzhQGmPCL4aA,Amigo by Nai,"29 2nd Ave, New York, NY 10003","40.724686, -73.99086",23,5.0,10003,mexican
luA6pI0K6AWU_ivxqykdiA,44 & X Hell's Kitchen,"622 10th Ave, New York, NY 10036","40.7611032, -73.9941787",893,3.5,10036,mexican
3vBVnzsJLRh8WtW3awKxeQ,Bodega 88,"573 Columbus Ave, New York, NY 10024","40.7875358759796, -73.9711353555322",178,4.5,10024,mexican
o0N93sxw6jK4-SZP0Ksn3A,El Buen Gusto Restaurant,"30-85 14st, Long Island City, NY 11102","40.76864, -73.93129",3,4.5,11102,mexican
bVi0Rk_GfkrJJELLXaqEeA,Dos Toros Taqueria,"636 Lexington Ave, New York, NY 10022","40.7592114, -73.9706706",90,3.5,10022,mexican
x8UoT9ODOMcpLdYh__sXjg,Esquina Tequila,"40-01 Northern Blvd, Long Island City, NY 11101","40.75285, -73.92371",22,3.5,11101,mexican
6E1FMOKa4NvVEIo3ftT7bA,Cortadito Cuban Cuisine,"210 E 3rd St, New York, NY 10009","40.722483112365, -73.982784589542",899,3.0,10009,mexican
j_x5CbFjKfPcvakcWCE_hA,Kings Kolache,"321 Starr St, Brooklyn, NY 11237","40.708076, -73.9205073",23,5.0,11237,mexican
jFYEsw6_4y4VMpSVB863sw,Mojave,"22-36 31st St, Astoria, NY 11105","40.7753290076368, -73.9119911693115",734,3.5,11105,mexican
CaAPz8LLp9vSWru4uAxcVQ,Speedy Wey Restaurant,"358 Grand St, Paterson, NJ 07505","40.9121238, -74.17293990212458",4,4.5,07505,mexican
r9-JprK1-EO7CiTCUxMKyA,Ricas Pupusas & Mas,"47-55 47th St, Woodside, NY 11377","40.7394314, -73.9183104",53,4.5,11377,mexican
jHd7KHMvpI53bZyL9UGTug,Oxido,"1450 Broadway, New York, NY 10036","40.7547219061481, -73.9862432694773",40,3.5,10036,mexican
fTyE8UGWb_4Q05fd_H6YPg,Burrito Loco,"166 W 4th St, New York, NY 10014","40.73195, -74.00154",278,3.0,10014,mexican
qCf1QN11Qdncpqb7PhuyVw,The Rag Trader & Bo Peep Cocktail and Highball Store,"70 W 36th St, New York, NY 10018","40.75059, -73.98628",464,4.5,10018,mexican
B27DeJvaaNVNubkM7Z2DOA,Savory,"15 W 39th St, New York, NY 10018","40.752212, -73.983509",102,4.0,10018,mexican
herb-gOpfjJGeiYWXb2liw,presto fresh mexican,"429 W 125th St, New York, NY 10027","40.81221, -73.95502",17,4.0,10027,mexican
_M5FVY4hkcuU-ASdVZPfRQ,Tacos El Bronco,"4324 4th Ave, Brooklyn, NY 11220","40.65006, -74.00915",604,4.0,11220,mexican
LdbANxQjzdvzBqUESYTUnw,Los Tacos No. 1,"125 Park Ave, New York, NY 10017","40.751566, -73.977476",24,5.0,10017,mexican
47_jHPl3p4-OYGCVLy2ZIA,Salvatoria Kitchen & Bar,"31-18 Broadway, Astoria, NY 11106","40.76142, -73.92486",204,4.5,11106,mexican
CqQ2Og9kf-LhlUWtODalCQ,Blue Ribbon Sushi Bar & Grill - New York,"308 W 58th St, 6 Columbus Hotel, New York, NY 10019","40.7674948014194, -73.9831978922043",760,4.0,10019,mexican
